chars,words,vowels,num_of_punctuations,first_letter_caps,is_heading
4,1,0,1,0,0
6,2,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
6,2,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
13,1,5,0,1,0
1,1,0,0,0,0
13,1,5,0,1,0
1,1,0,0,0,0
13,1,5,0,1,0
1,1,0,0,0,0
13,1,5,0,1,0
1,1,0,0,0,0
6,1,0,1,0,0
8,2,0,1,0,0
1,1,0,0,0,0
9,1,2,0,1,0
1,1,0,0,0,0
9,1,2,0,1,0
1,1,0,0,0,0
9,1,2,0,1,0
1,1,0,0,0,0
40,10,0,8,0,0
1,1,0,0,0,0
40,10,0,8,0,0
1,1,0,0,0,0
40,10,0,8,0,0
1,1,0,0,0,0
9,1,2,0,1,0
1,1,0,0,0,0
40,10,0,8,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,1,0,1,0,0
4,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
13,1,5,0,1,0
19,2,0,4,1,0
1,1,0,0,0,0
13,1,5,0,1,0
17,2,0,4,1,0
1,1,0,0,0,0
13,1,5,0,1,0
19,2,0,4,1,0
1,1,0,0,0,0
13,1,5,0,1,0
19,2,0,4,1,0
1,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
10,2,0,2,1,0
1,1,0,0,0,0
8,2,0,1,1,0
1,1,0,0,0,0
7,1,0,2,1,0
1,1,0,0,0,0
58,6,21,3,0,0
1,1,0,0,0,0
32,4,10,2,0,0
1,1,0,0,0,0
110,16,28,4,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
39,5,14,0,1,0
1,1,0,0,0,0
2939,482,821,103,1,0
1,1,0,0,0,0
7,1,0,0,1,0
7,1,2,0,1,0
1,1,0,0,0,0
9,1,0,1,1,0
1,1,0,0,0,0
3,1,0,0,1,0
4,1,0,0,1,0
1,1,0,0,0,0
234,36,66,13,1,0
1,1,0,0,0,0
12,3,0,1,1,0
1,1,0,0,0,0
45,7,7,4,1,0
1,1,0,0,0,0
46,7,7,5,1,0
1,1,0,0,0,0
27,4,2,8,1,0
1,1,0,0,0,0
23,4,1,6,1,0
1,1,0,0,0,0
24,4,1,6,1,0
1,1,0,0,0,0
126,23,32,9,1,0
1,1,0,0,0,0
110,18,24,10,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
39,5,12,1,1,0
1,1,0,0,0,0
2134,358,606,100,1,0
1,1,0,0,0,0
1165,186,322,38,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
12,1,4,0,1,0
1,1,0,0,0,0
391,59,113,5,1,0
1,1,0,0,0,0
18,1,4,0,1,0
309,42,60,17,1,0
1,1,0,0,0,0
11,1,4,0,1,0
2945,391,796,186,1,0
1,1,0,0,0,0
3703,496,992,222,1,0
1,1,0,0,0,0
420,59,115,20,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,1,0
1,1,0,0,0,0
6,1,2,0,1,0
1,1,0,0,0,0
659,161,136,74,0,0
1,1,0,0,0,0
123,24,28,13,0,0
30,10,4,8,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
20,6,3,6,0,0
1,1,0,0,0,0
547,127,127,49,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
101,26,23,10,1,0
126,39,17,14,0,0
10,5,0,1,0,0
1,1,0,0,0,0
26,6,6,2,0,0
1,1,0,0,0,0
66,22,9,8,0,0
1,1,0,0,0,0
21,9,0,6,0,0
1,1,0,0,0,0
5,2,0,1,1,0
1,1,0,0,0,0
208,51,50,15,1,0
159,45,29,22,1,0
1,1,0,0,0,0
13,6,0,4,1,0
1,1,0,0,0,0
132,36,17,35,0,0
1,1,0,0,0,0
9,3,1,3,0,0
1,1,0,0,0,0
23,4,4,6,0,0
1,1,0,0,0,0
86,28,15,10,1,0
9,3,1,3,0,0
1,1,0,0,0,0
10,5,0,1,0,0
1,1,0,0,0,0
21,8,2,4,0,0
4,2,0,0,0,0
1,1,0,0,0,0
10,2,2,2,0,0
1,1,0,0,0,0
351,96,64,39,0,0
3,1,0,0,0,0
10,5,0,1,0,0
1,1,0,0,0,0
5,2,0,1,0,0
9,3,1,3,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
10,2,2,2,0,0
1,1,0,0,0,0
10,3,2,1,0,0
12,4,1,3,0,0
1,1,0,0,0,0
41,7,11,5,0,0
1,1,0,0,0,0
55,11,16,1,1,0
1,1,0,0,0,0
9,3,1,3,0,0
1,1,0,0,0,0
147,45,25,20,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
154,39,34,14,1,0
24,8,1,7,1,0
1,1,0,0,0,0
12,5,0,4,1,0
1,1,0,0,0,0
15,6,1,3,0,0
1,1,0,0,0,0
58,18,2,19,1,0
1,1,0,0,0,0
259,64,60,22,1,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
7,3,0,2,0,0
1,1,0,0,0,0
8,3,1,1,1,0
1,1,0,0,0,0
7,3,2,1,0,0
1,1,0,0,0,0
76,24,12,8,0,0
1,1,0,0,0,0
7,3,0,2,0,0
1,1,0,0,0,0
31,8,7,2,1,0
10,4,0,0,0,0
1,1,0,0,0,0
18,6,1,6,1,0
1,1,0,0,0,0
4,2,0,1,0,0
1,1,0,0,0,0
19,6,4,2,0,0
1,1,0,0,0,0
9,3,0,3,0,0
1,1,0,0,0,0
2,1,0,0,0,0
19,7,1,5,1,0
1,1,0,0,0,0
2,1,0,0,0,0
15,2,0,7,1,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
32,12,0,11,1,0
1,1,0,0,0,0
26,11,1,6,1,0
10,4,0,0,0,0
1,1,0,0,0,0
19,7,1,6,1,0
1,1,0,0,0,0
2,1,0,1,0,0
6,2,0,0,0,0
1,1,0,0,0,0
15,5,2,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
6,2,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
12,3,2,2,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
6,2,0,0,0,0
1,1,0,0,0,0
17,7,0,2,0,0
15,6,0,4,1,0
1,1,0,0,0,0
25,10,0,8,1,0
1,1,0,0,0,0
41,9,8,4,1,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
44,13,7,8,1,0
24,9,2,1,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
29,7,2,10,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
19,8,0,4,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
15,6,0,4,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
19,7,1,5,0,0
1,1,0,0,0,0
4,2,0,2,0,0
1,1,0,0,0,0
12,2,0,5,1,0
1,1,0,0,0,0
31,12,0,10,1,0
1,1,0,0,0,0
36,9,0,13,1,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
15,6,0,4,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,1,0
4,1,0,1,1,0
1,1,0,0,0,0
23,2,7,0,1,0
18,2,5,0,1,0
1,1,0,0,0,0
923,160,212,71,1,0
1,1,0,0,0,0
711,117,193,27,1,0
188,30,56,8,1,0
1,1,0,0,0,0
44,8,1,5,1,0
1,1,0,0,0,0
59,15,3,0,1,0
1,1,0,0,0,0
165,57,2,20,1,0
1,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
29,4,8,0,1,0
1,1,0,0,0,0
193,34,57,10,1,0
1,1,0,0,0,0
296,58,76,17,0,0
36,10,0,8,0,0
1,1,0,0,0,0
11,2,3,0,1,0
1,1,0,0,0,0
61,14,0,8,1,0
1,1,0,0,0,0
11,2,3,0,1,0
1,1,0,0,0,0
61,14,0,8,1,0
1,1,0,0,0,0
7,2,1,2,0,0
1,1,0,0,0,0
8,2,0,2,0,0
1,1,0,0,0,0
164,27,44,6,1,0
1,1,0,0,0,0
818,135,232,40,1,0
1,1,0,0,0,0
441,81,118,22,1,0
191,35,44,15,1,0
1,1,0,0,0,0
17,3,3,0,1,0
1,1,0,0,0,0
14,3,0,0,1,0
1,1,0,0,0,0
17,3,0,1,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
7,1,0,0,1,0
1,1,0,0,0,0
4,1,0,0,0,0
7,1,0,0,1,0
1,1,0,0,0,0
10,3,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
40,14,0,6,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
9,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
42,15,0,6,0,0
1,1,0,0,0,0
10,1,2,1,1,0
5,1,0,0,0,0
1,1,0,0,0,0
10,1,2,1,1,0
5,1,0,0,0,0
1,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
4,1,0,0,1,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
62,20,0,6,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
66,21,0,6,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
1,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
16,4,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
40,14,0,6,0,0
1,1,0,0,0,0
20,6,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
42,15,0,6,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
7,1,0,2,1,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
40,14,0,6,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
11,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
42,15,0,6,0,0
1,1,0,0,0,0
10,1,2,1,1,0
1,1,0,0,0,0
10,1,2,1,1,0
1,1,0,0,0,0
88,15,22,7,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
5,1,0,0,0,0
7,1,0,0,1,0
1,1,0,0,0,0
4,1,0,0,0,0
7,1,0,0,1,0
1,1,0,0,0,0
9,3,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
42,12,0,5,0,0
1,1,0,0,0,0
12,3,4,1,0,0
30,8,0,5,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
10,1,2,1,1,0
5,1,0,0,0,0
4,1,0,0,1,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
47,12,0,5,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
51,13,0,5,0,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
5,1,0,0,1,0
1,1,0,0,0,0
8,2,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
8,2,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
12,3,4,1,0,0
25,6,0,5,0,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
18,5,0,0,0,0
1,1,0,0,0,0
27,7,0,5,0,0
1,1,0,0,0,0
10,1,2,1,1,0
5,1,0,0,0,0
4,1,0,1,1,0
1,1,0,0,0,0
10,1,2,1,1,0
4,1,0,0,0,0
7,1,0,2,1,0
1,1,0,0,0,0
8,2,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
8,2,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
1,1,0,0,0,0
12,3,0,0,0,0
1,1,0,0,0,0
12,3,4,1,0,0
25,6,0,5,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
17,5,0,0,0,0
1,1,0,0,0,0
27,7,0,5,0,0
1,1,0,0,0,0
10,1,2,1,1,0
1,1,0,0,0,0
10,1,2,1,1,0
1,1,0,0,0,0
89,15,22,7,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
5,1,0,1,1,0
1,1,0,0,0,0
21,2,6,0,1,0
1,1,0,0,0,0
243,39,74,5,1,0
2,1,0,0,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
9,1,2,0,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
4,1,0,1,0,0
44,8,0,14,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
10,2,1,2,0,0
1,1,0,0,0,0
61,10,14,5,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
96,11,29,2,1,0
35,7,8,2,1,0
102,15,27,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
1035,146,330,22,1,0
1,1,0,0,0,0
15,3,5,0,1,0
1,1,0,0,0,0
17,2,5,0,1,0
1,1,0,0,0,0
10,2,2,2,0,0
1,1,0,0,0,0
20,3,5,1,1,0
15,3,5,0,1,0
1,1,0,0,0,0
6,3,0,3,0,0
15,3,5,0,1,0
1,1,0,0,0,0
113,15,34,7,1,0
1,1,0,0,0,0
3185,486,976,90,1,0
1,1,0,0,0,0
51,13,6,6,0,0
1,1,0,0,0,0
21,6,3,3,0,0
1,1,0,0,0,0
47,10,11,1,1,0
1,1,0,0,0,0
12,2,3,1,1,0
1,1,0,0,0,0
18,2,6,0,1,0
39,14,3,11,1,0
1,1,0,0,0,0
73,10,20,4,1,0
91,31,6,19,0,0
1,1,0,0,0,0
135,27,34,11,1,0
1,1,0,0,0,0
6,1,1,0,0,0
1,1,0,0,0,0
2015,358,598,46,0,0
1,1,0,0,0,0
93,15,27,3,1,0
1,1,0,0,0,0
756,161,193,72,0,0
1,1,0,0,0,0
9,2,1,3,0,0
1,1,0,0,0,0
1255,234,371,59,0,0
1,1,0,0,0,0
45,13,2,0,1,0
1,1,0,0,0,0
1,1,0,0,0,0
180,27,52,12,1,0
1,1,0,0,0,0
20,6,2,0,1,0
1,1,0,0,0,0
16,6,2,0,1,0
1,1,0,0,0,0
122,17,41,4,1,0
1,1,0,0,0,0
17,5,2,0,1,0
1,1,0,0,0,0
76,12,23,1,1,0
1,1,0,0,0,0
71,22,14,12,0,0
2,1,1,0,0,0
1,1,0,0,0,0
34,5,8,1,1,0
942,217,224,85,1,0
1,1,0,0,0,0
4,1,0,2,0,0
2,1,0,0,0,0
1,1,0,0,0,0
241,57,52,25,1,0
1,1,0,0,0,0
64,24,0,0,0,0
1,1,0,0,0,0
124,34,27,11,0,0
2,1,1,0,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
483,86,146,24,1,0
3,1,1,0,0,0
1,1,0,0,0,0
871,157,264,22,1,0
1,1,0,0,0,0
638,105,174,37,1,0
1,1,0,0,0,0
421,75,106,10,1,0
1,1,0,0,0,0
361,63,91,9,1,0
1,1,0,0,0,0
20,4,5,0,1,0
1,1,0,0,0,0
4,1,0,0,0,0
30,12,0,0,0,0
1,1,0,0,0,0
8,2,0,0,0,0
10,3,1,2,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
7,3,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
17,4,0,3,0,0
4,2,0,0,0,0
1,1,0,0,0,0
17,7,0,0,0,0
1,1,0,0,0,0
6,2,0,0,0,0
1,1,0,0,0,0
36,9,1,6,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
1036,174,294,47,1,0
2,1,0,0,0,0
1,1,0,0,0,0
39,6,12,3,1,0
1,1,0,0,0,0
696,113,185,29,1,0
1,1,0,0,0,0
1748,323,482,66,0,0
1,1,0,0,0,0
299,45,73,6,1,0
1,1,0,0,0,0
1,1,0,0,0,0
70,17,6,5,1,0
1,1,0,0,0,0
252,38,73,0,1,0
1,1,0,0,0,0
89,17,14,6,1,0
1,1,0,0,0,0
441,75,60,31,1,0
1,1,0,0,0,0
27,9,2,2,1,0
1,1,0,0,0,0
163,45,14,17,1,0
1,1,0,0,0,0
22,4,3,2,1,0
1,1,0,0,0,0
123,22,31,8,1,0
1,1,0,0,0,0
608,92,182,11,0,0
575,66,121,78,1,0
1,1,0,0,0,0
2293,339,505,277,1,0
1,1,0,0,0,0
1,1,0,0,0,0
79,12,20,1,1,0
35,7,8,2,1,0
102,15,27,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
979,143,312,23,1,0
1,1,0,0,0,0
22,6,2,3,1,0
1,1,0,0,0,0
28,4,9,0,1,0
1,1,0,0,0,0
10,3,0,4,0,0
1,1,0,0,0,0
10,2,2,2,0,0
366,67,104,17,1,0
1,1,0,0,0,0
1640,244,510,42,1,0
1,1,0,0,0,0
1867,296,581,39,0,0
1,1,0,0,0,0
2490,408,745,78,1,0
1,1,0,0,0,0
10,3,1,2,0,0
1,1,0,0,0,0
10,3,1,2,0,0
1,1,0,0,0,0
358,61,96,14,1,0
1,1,0,0,0,0
22,9,2,0,1,0
1,1,0,0,0,0
1,1,0,0,0,0
26,8,2,0,1,0
1,1,0,0,0,0
76,12,23,1,1,0
1,1,0,0,0,0
121,30,22,18,1,0
18,5,2,4,0,0
1,1,0,0,0,0
6,3,0,1,0,0
1,1,0,0,0,0
10,3,0,2,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
485,100,122,26,0,0
1,1,0,0,0,0
370,67,103,21,0,0
20,7,2,5,0,0
1,1,0,0,0,0
13,3,0,3,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
128,30,27,5,1,0
4,1,0,0,1,0
1,1,0,0,0,0
151,30,37,14,0,0
1,1,0,0,0,0
9,2,1,3,1,0
4,1,1,1,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
56,9,18,6,0,0
1,1,0,0,0,0
48,10,11,0,1,0
1,1,0,0,0,0
12,2,3,1,1,0
1,1,0,0,0,0
18,2,6,0,1,0
1,1,0,0,0,0
41,5,12,3,1,0
1,1,0,0,0,0
446,99,83,57,1,0
1,1,0,0,0,0
933,188,249,68,1,0
2,1,1,0,0,0
1,1,0,0,0,0
162,42,34,11,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
434,93,110,24,1,0
4,1,1,2,0,0
1,1,0,0,0,0
1401,286,392,66,0,0
1,1,0,0,0,0
286,53,82,10,0,0
1,1,0,0,0,0
73,24,6,18,1,0
1,1,0,0,0,0
4,1,0,2,0,0
1,1,0,0,0,0
621,106,177,18,1,0
22,6,2,1,0,0
1,1,0,0,0,0
108,19,30,5,1,0
1,1,0,0,0,0
6,1,0,2,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
55,8,13,1,1,0
858,193,203,77,1,0
1,1,0,0,0,0
270,52,81,13,0,0
1,1,0,0,0,0
51,20,0,0,0,0
1,1,0,0,0,0
2271,443,597,102,1,0
1,1,0,0,0,0
104,23,25,3,1,0
47,14,2,12,0,0
1,1,0,0,0,0
6,1,0,2,0,0
1,1,0,0,0,0
902,157,262,23,0,0
1,1,0,0,0,0
1,1,0,0,0,0
19,6,1,4,0,0
1,1,0,0,0,0
5,1,0,2,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
466,74,115,6,1,0
1,1,0,0,0,0
61,14,12,2,1,0
1,1,0,0,0,0
279,49,69,7,1,0
1,1,0,0,0,0
80,23,10,6,1,0
1,1,0,0,0,0
14,2,5,0,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
15,2,4,0,1,0
47,8,11,0,1,0
1,1,0,0,0,0
72,20,6,2,1,0
1,1,0,0,0,0
27,5,7,0,1,0
1,1,0,0,0,0
349,59,101,13,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
53,8,18,0,1,0
106,24,11,15,1,0
1,1,0,0,0,0
3,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
45,10,7,2,1,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
272,44,70,13,1,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
4,1,0,0,1,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
14,1,6,0,1,0
1,1,0,0,0,0
16,2,3,2,1,0
1,1,0,0,0,0
5,2,0,1,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
27,5,6,2,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
5,1,0,1,0,0
1,1,0,0,0,0
12,2,0,0,1,0
900,121,192,108,1,0
1,1,0,0,0,0
213,34,63,10,1,0
1,1,0,0,0,0
927,123,213,105,1,0
1,1,0,0,0,0
1,1,0,0,0,0
99,11,35,1,1,0
82,13,22,3,1,0
1,1,0,0,0,0
38,5,3,5,0,0
1,1,0,0,0,0
927,141,299,13,1,0
1,1,0,0,0,0
46,7,15,1,1,0
1,1,0,0,0,0
2,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
13,1,4,0,1,0
11,1,5,0,1,0
1,1,0,0,0,0
1172,163,370,33,1,0
2,2,0,0,0,0
1,1,0,0,0,0
192,25,57,6,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
275,38,85,5,0,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
31,4,10,0,1,0
1,1,0,0,0,0
597,111,183,12,1,0
5,2,0,1,0,0
1,1,0,0,0,0
11,4,0,4,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
437,121,103,6,1,0
1,1,0,0,0,0
105,23,22,14,1,0
1,1,0,0,0,0
538,106,153,19,1,0
5,2,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
45,15,5,9,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
28,11,3,4,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
94,16,25,4,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,1,0,0,0,0
13,2,4,0,1,0
1,1,0,0,0,0
466,74,148,4,1,0
1,1,0,0,0,0
4,1,0,1,0,0
1,1,0,0,0,0
53,6,18,0,1,0
1,1,0,0,0,0
1936,376,549,71,1,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2451,443,728,86,0,0
2,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
379,76,108,25,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
352,84,85,21,1,0
4,2,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,1,0,0,0,0
11,5,0,3,1,0
1,1,0,0,0,0
5,2,0,1,1,0
1,1,0,0,0,0
6,1,0,3,0,0
1,1,0,0,0,0
24,13,0,2,1,0
1,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
2,1,0,1,0,0
1,1,0,0,0,0
2,1,0,0,1,0
